user_id,age,gender,country,device_type,app_version,sessions_per_week,avg_session_duration_min,daily_active_minutes,feature_clicks_per_session,notifications_opened_per_week,in_app_search_count,pages_viewed_per_session,crash_events_last_30_days,support_tickets_raised,days_since_last_login,subscription_type,ads_clicked_last_30_days,content_downloads,social_shares,rating_given,churn_risk_score,engagement_score,account_age_days,marketing_source,cluster,user_segment,recommended_action
128344,56,Female,India,Android,1.1,4,44.92,65.42,6,3,5,12,1,0,33,Free,4,4,2,4.0,0.54,66.55,301,Facebook Ads,1,Long-Session Users,"Premium recommendations, personalized content, upselling"
128345,43,Female,USA,Android,1.2,9,7.93,5.0,11,5,4,6,0,1,9,Basic,4,5,3,4.0,0.17,87.4,208,Referral,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
128346,54,Female,India,iOS,1.0,8,13.62,50.02,12,4,4,6,0,0,1,Basic,6,1,2,4.0,0.08,46.97,77,Facebook Ads,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
128347,43,Female,Canada,Android,1.0,12,5.83,57.07,9,1,4,10,0,0,2,Free,10,1,3,,0.08,63.44,1161,Google Ads,0,Socially Active Users,"Referral programs, social rewards, community engagement"
128348,21,Male,India,Web,2.0,5,8.21,18.1,10,6,4,20,3,0,6,Free,3,3,1,5.0,0.67,65.65,84,Google Ads,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
128349,43,Male,USA,Android,2.1,7,2.85,48.33,12,4,4,20,0,0,19,Free,11,5,0,3.0,0.72,98.23,273,Facebook Ads,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
128350,55,Female,UK,iOS,2.0,8,16.3,27.14,17,7,3,24,1,0,8,Free,4,5,2,1.0,0.42,96.1,642,Referral,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
128351,45,Male,India,iOS,1.0,6,3.67,80.99,13,7,6,9,0,0,35,Free,8,3,2,3.0,0.13,59.57,383,Organic,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
128352,19,Female,India,Android,2.0,10,6.71,40.84,8,4,1,11,0,0,16,Free,3,3,2,3.0,0.25,59.97,835,Facebook Ads,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
128353,19,Female,Canada,Android,1.1,7,5.14,16.83,8,6,6,6,0,0,22,Basic,3,1,2,2.0,0.2,60.79,640,Google Ads,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
128354,33,Male,India,Android,1.1,9,13.76,58.88,16,2,3,3,1,0,3,Free,10,4,0,4.0,0.07,90.04,798,Referral,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
128355,40,Female,USA,Android,1.2,7,3.12,44.62,11,5,2,15,0,0,19,Free,1,4,3,5.0,0.59,70.18,594,Organic,0,Socially Active Users,"Referral programs, social rewards, community engagement"
128356,40,Female,India,iOS,1.0,5,13.12,78.02,9,5,3,24,0,1,25,Free,4,6,3,5.0,0.47,89.31,1146,Referral,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
128357,30,Male,Singapore,Android,2.1,13,11.97,54.69,10,1,2,15,0,1,44,Free,8,2,1,4.0,0.07,41.02,847,Referral,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
128358,38,Female,India,Android,1.1,12,25.83,21.99,7,6,4,14,0,0,31,Free,4,2,2,4.0,0.23,66.97,253,Organic,1,Long-Session Users,"Premium recommendations, personalized content, upselling"
128359,56,Female,India,Android,2.1,7,3.22,71.26,14,4,5,23,1,1,7,Free,8,2,3,3.0,0.06,75.13,805,Email Campaign,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
128360,42,Other,India,Android,2.0,6,12.1,47.69,12,4,3,21,1,1,24,Basic,4,1,2,,0.09,90.99,624,Referral,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
128361,54,Female,USA,Android,1.1,5,13.82,44.45,8,6,4,14,0,0,26,Free,9,3,3,4.0,0.44,50.48,692,Organic,0,Socially Active Users,"Referral programs, social rewards, community engagement"
128362,30,Male,India,iOS,1.0,5,0.19,72.82,16,8,4,4,0,0,36,Premium,4,3,4,4.0,0.99,64.72,371,Organic,0,Socially Active Users,"Referral programs, social rewards, community engagement"
128363,32,Female,USA,Android,1.2,6,22.49,44.91,9,2,3,17,1,0,7,Basic,6,0,1,3.0,0.21,44.53,415,Organic,1,Long-Session Users,"Premium recommendations, personalized content, upselling"
128364,45,Male,Germany,iOS,1.0,8,18.73,59.97,6,4,10,7,0,0,2,Premium,10,2,1,5.0,0.32,56.54,900,Referral,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
128365,20,Female,India,iOS,2.1,5,18.22,66.12,14,4,5,24,0,0,5,Premium,7,1,3,1.0,0.99,26.76,169,Facebook Ads,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
128366,40,Female,India,Android,2.0,10,3.28,42.57,11,5,1,24,1,0,1,Basic,6,3,0,4.0,0.21,77.5,144,Google Ads,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
128367,21,Male,Singapore,Android,2.1,8,21.4,38.88,11,3,3,20,1,0,40,Basic,5,1,2,4.0,0.42,76.35,143,Organic,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
128368,20,Female,USA,Android,2.0,7,28.82,37.16,17,5,5,22,1,0,3,Free,11,5,1,4.0,0.62,66.91,957,Organic,1,Long-Session Users,"Premium recommendations, personalized content, upselling"
128369,56,Male,India,iOS,2.0,9,20.13,53.83,12,2,5,10,0,0,19,Free,8,2,6,5.0,0.7,70.74,307,Facebook Ads,0,Socially Active Users,"Referral programs, social rewards, community engagement"
128370,25,Male,India,Android,2.1,9,17.7,47.46,10,3,6,6,0,0,42,Free,9,3,1,3.0,0.47,60.27,383,Google Ads,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
128371,42,Male,UK,Android,1.0,7,3.74,37.6,13,3,3,22,0,0,2,Free,2,2,2,5.0,0.86,55.24,753,Email Campaign,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
128372,58,Male,USA,Android,1.1,11,6.05,36.7,14,9,3,13,0,1,18,Free,7,3,3,4.0,0.94,25.43,211,Referral,0,Socially Active Users,"Referral programs, social rewards, community engagement"
128373,29,Female,India,Android,1.0,11,12.36,55.62,14,6,8,20,1,0,34,Free,5,1,4,,0.62,64.8,1129,Google Ads,0,Socially Active Users,"Referral programs, social rewards, community engagement"
128374,22,Other,India,iOS,2.1,11,4.25,41.49,13,6,5,20,0,0,11,Free,8,2,1,4.0,0.34,74.19,957,Organic,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
128375,50,Male,Australia,iOS,1.2,7,13.11,30.98,4,4,1,22,0,0,9,Free,4,5,4,4.0,0.84,53.12,706,Google Ads,0,Socially Active Users,"Referral programs, social rewards, community engagement"
128376,42,Female,Canada,Web,2.0,11,5.95,64.09,7,4,3,19,0,0,16,Free,7,4,5,3.0,0.1,73.0,59,Google Ads,0,Socially Active Users,"Referral programs, social rewards, community engagement"
128377,42,Male,Canada,iOS,1.2,5,13.0,45.36,12,6,4,24,0,0,15,Basic,4,2,2,3.0,0.29,68.4,1132,Facebook Ads,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
128378,52,Male,USA,Android,1.2,8,14.09,48.99,15,4,5,10,0,0,21,Premium,7,2,2,4.0,0.61,56.47,660,Facebook Ads,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
128379,32,Female,India,Android,1.2,8,17.03,59.11,10,3,4,14,0,0,32,Free,10,2,1,3.0,0.46,67.01,275,Facebook Ads,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
128380,59,Female,USA,Android,2.1,10,17.16,46.76,15,4,7,20,0,0,30,Basic,4,4,2,4.0,0.93,92.85,1010,Google Ads,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
128381,43,Male,USA,Android,1.0,7,9.05,37.63,17,5,7,13,0,0,20,Free,8,2,0,5.0,0.17,64.11,656,Referral,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
128382,27,Female,UK,iOS,2.0,7,2.61,36.81,15,4,2,14,2,0,1,Premium,5,2,5,4.0,0.77,62.8,364,Referral,0,Socially Active Users,"Referral programs, social rewards, community engagement"
128383,41,Female,USA,iOS,2.0,11,18.14,51.41,7,4,6,3,0,0,38,Free,10,3,0,4.0,0.95,51.97,323,Facebook Ads,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
128384,52,Female,UK,Android,2.1,9,15.46,86.74,18,6,5,6,1,0,2,Premium,5,3,0,4.0,0.29,51.8,1148,Referral,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
128385,46,Male,USA,Android,1.0,2,2.99,39.01,9,7,2,22,0,0,43,Basic,7,6,2,4.0,0.57,89.49,766,Organic,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
128386,55,Male,India,iOS,2.0,2,3.49,22.91,10,5,7,24,0,0,41,Free,9,5,1,3.0,1.0,51.65,197,Facebook Ads,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
128387,22,Male,India,Android,2.1,2,3.46,38.37,15,4,7,21,0,0,34,Free,4,4,2,3.0,0.15,93.1,894,Google Ads,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
128388,41,Male,USA,Android,2.1,13,15.62,63.55,14,6,2,10,1,0,10,Premium,8,3,2,4.0,1.0,64.83,366,Facebook Ads,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
128389,36,Female,USA,Android,1.0,10,12.12,61.54,7,6,4,15,2,0,31,Free,5,5,0,4.0,0.93,88.44,251,Email Campaign,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
128390,26,Male,India,Android,1.1,6,19.71,57.06,11,4,4,23,1,0,18,Free,7,2,4,4.0,0.4,65.56,1033,Referral,0,Socially Active Users,"Referral programs, social rewards, community engagement"
128391,43,Female,USA,Android,1.0,13,23.79,44.66,10,3,2,10,0,1,26,Free,5,2,0,4.0,0.52,75.52,52,Organic,1,Long-Session Users,"Premium recommendations, personalized content, upselling"
128392,42,Other,UK,Android,1.2,5,10.53,68.28,17,3,5,21,0,0,32,Basic,4,2,3,1.0,0.86,58.45,549,Organic,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
128393,52,Female,India,Android,1.1,10,7.17,19.4,10,9,6,11,0,0,12,Basic,11,3,2,4.0,0.27,99.8,744,Email Campaign,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
128394,53,Male,USA,Web,2.0,12,7.51,68.48,20,5,3,6,0,0,35,Basic,5,2,1,4.0,0.95,65.34,683,Facebook Ads,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
128395,31,Female,India,Android,2.0,9,9.89,59.07,9,4,6,8,2,0,43,Free,5,0,1,4.0,0.89,51.76,1078,Organic,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
128396,23,Female,UK,iOS,2.1,10,3.92,93.92,10,9,5,19,1,0,7,Free,5,3,3,4.0,0.16,69.22,1001,Google Ads,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
128397,49,Female,USA,Android,1.0,10,7.73,59.42,13,5,6,8,0,0,43,Free,7,2,2,4.0,0.53,42.96,650,Google Ads,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
128398,43,Female,UK,Android,1.2,8,9.76,60.05,12,2,5,23,2,0,8,Basic,6,3,2,3.0,0.12,46.3,662,Google Ads,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
128399,32,Female,Australia,iOS,2.1,10,5.21,36.48,13,6,5,16,0,0,8,Free,7,1,4,5.0,0.89,77.34,238,Google Ads,0,Socially Active Users,"Referral programs, social rewards, community engagement"
128400,48,Female,India,iOS,2.1,9,50.39,37.07,11,6,5,11,0,0,37,Free,7,4,0,2.0,0.48,76.12,292,Google Ads,1,Long-Session Users,"Premium recommendations, personalized content, upselling"
128401,54,Female,Germany,Android,2.0,6,5.76,46.24,15,5,4,13,0,0,2,Free,6,2,2,,0.23,78.06,702,Facebook Ads,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
128402,55,Male,India,iOS,1.1,9,6.06,89.89,18,4,5,12,0,0,23,Premium,8,3,1,5.0,0.19,89.19,549,Google Ads,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
128403,54,Other,UK,Web,1.2,11,11.02,53.73,12,7,10,13,0,0,43,Free,12,3,1,3.0,0.36,91.9,273,Google Ads,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
128404,36,Male,India,Android,1.1,6,14.2,82.35,12,7,1,8,0,0,23,Free,8,3,1,3.0,0.17,61.64,1154,Google Ads,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
128405,31,Female,Canada,iOS,1.0,10,5.51,57.86,11,9,3,4,0,0,32,Free,7,5,4,3.0,0.35,83.38,1055,Organic,0,Socially Active Users,"Referral programs, social rewards, community engagement"
128406,53,Female,India,iOS,1.1,5,26.32,36.19,9,5,3,5,1,0,4,Premium,7,1,2,2.0,0.07,40.09,726,Organic,1,Long-Session Users,"Premium recommendations, personalized content, upselling"
128407,54,Female,Australia,Android,2.0,8,36.64,60.26,12,4,1,19,0,0,29,Free,8,2,1,4.0,0.23,75.31,1019,Google Ads,1,Long-Session Users,"Premium recommendations, personalized content, upselling"
128408,28,Female,Australia,iOS,1.2,11,12.64,14.65,12,2,6,14,0,0,41,Free,4,1,2,,0.82,60.89,204,Google Ads,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
128409,44,Male,USA,Android,1.1,7,5.33,43.59,15,2,5,9,0,0,0,Free,8,2,1,2.0,0.09,68.95,709,Organic,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
128410,19,Male,Germany,Android,1.2,6,20.14,10.93,10,2,6,9,1,0,21,Free,4,1,0,2.0,0.76,78.47,349,Google Ads,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
128411,39,Male,India,Android,1.1,5,8.89,69.01,10,6,5,9,0,0,15,Free,4,2,1,2.0,0.91,56.26,250,Google Ads,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
128412,19,Female,Germany,Web,2.1,5,15.43,54.92,14,6,1,21,0,0,41,Premium,8,1,4,4.0,0.11,55.99,759,Facebook Ads,0,Socially Active Users,"Referral programs, social rewards, community engagement"
128413,37,Female,India,Android,2.1,7,7.1,37.32,10,7,6,5,1,0,24,Premium,4,3,2,5.0,0.31,73.71,473,Google Ads,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
128414,34,Male,India,Android,1.1,6,12.12,42.43,9,4,2,7,0,0,16,Free,6,4,2,,0.93,77.3,452,Organic,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
128415,21,Male,India,Android,2.0,7,20.34,47.3,20,7,2,8,2,1,34,Basic,6,4,3,3.0,0.27,74.53,1114,Referral,0,Socially Active Users,"Referral programs, social rewards, community engagement"
128416,31,Male,India,Android,2.0,8,23.55,5.0,13,3,1,5,0,0,3,Free,6,1,1,4.0,0.45,91.64,991,Google Ads,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
128417,24,Male,India,iOS,2.0,5,13.96,79.28,12,2,2,12,0,0,10,Free,6,3,1,4.0,0.2,70.29,498,Organic,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
128418,32,Female,UK,iOS,1.2,6,10.92,8.66,14,6,7,14,0,0,14,Free,1,8,2,,0.18,56.62,516,Organic,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
128419,47,Female,India,iOS,2.1,7,14.74,49.95,13,4,3,13,0,0,11,Premium,4,3,1,5.0,0.05,76.69,168,Organic,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
128420,33,Male,India,Android,1.1,9,20.9,18.1,19,10,0,23,0,0,31,Premium,5,3,2,,0.35,70.64,840,Referral,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
128421,57,Female,Australia,Android,1.2,7,11.64,58.19,11,5,3,12,0,1,13,Basic,11,2,3,3.0,0.89,77.63,884,Facebook Ads,0,Socially Active Users,"Referral programs, social rewards, community engagement"
128422,19,Male,India,Android,1.0,11,7.24,48.97,12,9,7,7,0,0,31,Free,4,3,1,3.0,0.29,59.05,1072,Referral,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
128423,36,Female,Australia,Android,1.1,13,13.2,52.52,14,6,5,21,0,0,14,Basic,6,5,4,2.0,0.88,67.1,917,Email Campaign,0,Socially Active Users,"Referral programs, social rewards, community engagement"
128424,18,Female,India,Android,1.0,9,4.98,64.25,18,3,6,3,1,0,26,Free,3,2,3,5.0,0.75,55.01,48,Email Campaign,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
128425,48,Female,India,Android,2.0,14,5.86,47.61,7,8,2,24,0,0,3,Free,6,3,0,4.0,0.94,47.07,981,Google Ads,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
128426,21,Female,Germany,Android,1.1,2,11.13,86.73,15,6,5,15,1,0,26,Premium,4,8,0,,0.58,78.39,249,Referral,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
128427,44,Male,India,Android,1.0,14,4.78,46.58,15,4,3,14,0,1,19,Free,5,3,0,,0.62,95.37,359,Google Ads,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
128428,42,Female,India,Android,2.0,9,9.59,38.49,5,3,6,7,0,0,11,Premium,4,1,3,4.0,0.66,60.88,183,Google Ads,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
128429,39,Male,India,iOS,1.2,7,5.21,94.01,11,10,3,15,0,1,37,Basic,7,3,3,,0.74,50.96,1150,Google Ads,0,Socially Active Users,"Referral programs, social rewards, community engagement"
128430,27,Female,UK,Android,2.1,9,7.53,28.05,9,4,4,20,0,0,31,Free,5,3,1,,0.37,70.47,1007,Facebook Ads,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
128431,50,Male,Australia,Android,1.1,8,20.83,79.63,13,3,7,6,2,0,39,Free,6,3,1,5.0,0.49,71.6,1152,Organic,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
128432,47,Male,India,Android,2.0,10,5.77,60.53,12,6,4,24,0,0,43,Free,4,5,2,5.0,0.47,61.77,198,Google Ads,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
128433,47,Male,India,iOS,2.1,9,3.74,49.92,10,5,3,6,1,0,38,Basic,2,5,2,4.0,0.7,73.34,422,Organic,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
128434,33,Male,India,Web,1.2,8,26.48,29.43,13,4,4,11,1,1,27,Basic,6,1,3,4.0,0.75,78.06,477,Facebook Ads,1,Long-Session Users,"Premium recommendations, personalized content, upselling"
128435,26,Female,India,iOS,1.0,8,21.68,31.35,17,3,6,3,1,0,16,Basic,3,1,2,5.0,0.08,79.91,556,Organic,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
128436,34,Male,India,Android,2.0,8,11.99,32.59,14,3,2,12,1,1,1,Basic,10,3,1,4.0,0.45,61.29,395,Organic,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
128437,52,Male,USA,iOS,2.1,9,19.59,97.15,8,5,5,24,0,0,2,Free,7,1,1,2.0,0.67,67.58,952,Referral,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
128438,32,Other,USA,Android,2.1,4,3.32,40.68,11,2,1,8,1,0,27,Free,10,1,1,5.0,0.54,50.0,1044,Google Ads,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
128439,45,Other,UK,Android,2.1,8,8.46,51.83,5,3,6,19,0,0,42,Basic,6,0,3,4.0,0.14,54.12,368,Organic,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
128440,37,Female,India,iOS,1.2,3,10.45,62.61,16,7,8,21,0,2,34,Premium,1,6,2,,0.22,77.6,988,Facebook Ads,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
128441,50,Male,India,iOS,1.0,9,2.79,67.96,10,6,2,14,0,0,39,Free,6,1,1,1.0,0.27,69.23,948,Organic,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
128442,50,Female,USA,Android,2.0,5,11.23,60.16,15,10,3,20,1,0,20,Free,2,2,1,1.0,0.51,66.89,989,Facebook Ads,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
128443,53,Female,Australia,Android,1.1,6,8.36,43.24,10,3,4,3,0,0,7,Free,5,2,0,,0.48,65.83,1079,Organic,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
128444,30,Female,UK,iOS,2.1,9,24.62,5.69,4,3,1,17,0,0,11,Basic,7,1,0,3.0,0.71,51.64,264,Organic,1,Long-Session Users,"Premium recommendations, personalized content, upselling"
128445,21,Female,India,Web,1.2,7,8.67,70.28,14,8,4,19,1,0,30,Premium,7,4,1,2.0,0.49,67.38,986,Organic,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
128446,40,Male,India,iOS,1.1,8,30.32,43.51,9,5,4,11,0,0,6,Basic,2,2,0,5.0,0.36,80.82,347,Organic,1,Long-Session Users,"Premium recommendations, personalized content, upselling"
128447,25,Male,India,Android,2.0,12,6.0,6.35,12,4,6,13,1,1,11,Free,6,0,2,3.0,1.0,67.46,276,Referral,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
128448,30,Other,India,iOS,2.0,10,15.11,62.66,14,5,3,10,1,0,43,Free,11,2,1,5.0,0.99,59.47,1166,Facebook Ads,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
128449,41,Female,Australia,iOS,1.1,8,7.98,87.15,11,3,4,20,0,0,37,Free,8,4,3,5.0,0.52,54.05,1152,Referral,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
128450,57,Female,India,Android,1.2,7,21.34,37.99,16,4,5,13,0,0,43,Free,3,0,0,4.0,0.05,43.89,451,Google Ads,1,Long-Session Users,"Premium recommendations, personalized content, upselling"
128451,47,Female,UK,Android,1.2,2,8.2,75.45,13,7,4,4,0,0,24,Basic,7,4,3,,0.05,66.51,1006,Referral,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
128452,47,Male,India,iOS,2.1,9,13.18,13.19,9,5,7,5,0,1,16,Free,10,4,1,5.0,0.27,45.41,797,Facebook Ads,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
128453,42,Female,India,Android,1.2,13,13.4,55.37,11,5,4,16,1,0,16,Free,7,1,4,2.0,0.43,52.69,421,Organic,0,Socially Active Users,"Referral programs, social rewards, community engagement"
128454,50,Female,Germany,Android,2.0,5,9.59,90.89,15,2,2,15,0,0,21,Free,5,1,0,4.0,0.08,63.3,861,Organic,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
128455,26,Female,Germany,Web,2.0,8,9.27,34.53,10,2,4,5,0,0,37,Premium,7,3,1,3.0,0.53,82.95,634,Facebook Ads,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
128456,43,Female,India,Android,2.0,8,8.63,36.95,10,5,4,5,1,0,24,Free,3,8,3,5.0,0.02,46.57,265,Organic,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
128457,41,Female,India,Android,1.2,4,19.19,46.75,13,3,2,18,0,0,22,Free,6,3,4,4.0,0.44,74.59,812,Facebook Ads,0,Socially Active Users,"Referral programs, social rewards, community engagement"
128458,50,Male,UK,Android,1.2,8,14.18,79.16,12,5,2,12,0,0,40,Free,3,5,1,3.0,0.94,78.02,1002,Referral,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
128459,56,Female,Australia,iOS,2.0,4,5.96,51.65,15,3,6,9,0,1,5,Free,7,2,5,4.0,0.82,51.08,1111,Organic,0,Socially Active Users,"Referral programs, social rewards, community engagement"
128460,42,Male,India,iOS,1.2,7,22.33,58.17,9,4,2,3,0,1,30,Free,6,2,2,5.0,0.15,53.05,1071,Google Ads,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
128461,32,Male,Germany,iOS,2.1,11,19.55,38.42,16,11,5,18,0,0,30,Free,6,5,1,5.0,0.46,61.68,136,Organic,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
128462,58,Male,India,Android,1.1,6,16.4,40.24,9,9,9,11,0,0,43,Free,4,1,2,4.0,0.21,72.44,624,Referral,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
128463,58,Male,India,Android,1.1,6,7.97,28.05,8,6,5,4,1,1,14,Premium,11,1,0,5.0,0.1,97.71,308,Organic,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
128464,23,Male,Singapore,iOS,2.1,7,9.98,61.96,19,6,6,14,0,0,16,Free,4,1,0,4.0,0.86,98.22,974,Organic,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
128465,37,Female,Germany,Android,2.1,10,16.6,29.68,10,3,7,21,0,0,19,Free,6,1,1,3.0,0.3,94.55,1070,Facebook Ads,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
128466,33,Male,Canada,iOS,1.0,8,19.86,30.05,11,4,4,17,0,0,40,Free,7,1,3,4.0,0.25,49.93,916,Google Ads,0,Socially Active Users,"Referral programs, social rewards, community engagement"
128467,38,Female,Germany,Web,1.0,10,22.57,82.64,9,2,5,10,2,0,5,Premium,3,5,4,5.0,0.98,28.55,819,Google Ads,0,Socially Active Users,"Referral programs, social rewards, community engagement"
128468,32,Female,UK,Android,1.1,5,28.64,48.88,20,3,4,9,0,0,2,Free,7,8,2,5.0,0.05,71.08,838,Google Ads,1,Long-Session Users,"Premium recommendations, personalized content, upselling"
128469,56,Female,India,iOS,1.0,16,22.49,50.33,8,3,4,9,0,0,12,Premium,7,5,2,2.0,0.79,38.04,99,Organic,1,Long-Session Users,"Premium recommendations, personalized content, upselling"
128470,59,Male,India,iOS,2.1,11,13.38,35.78,10,4,3,12,0,0,17,Basic,7,4,1,4.0,0.97,57.63,1068,Organic,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
128471,21,Male,India,iOS,1.0,7,16.7,33.11,13,9,3,3,0,1,16,Basic,8,3,1,4.0,0.55,44.28,243,Email Campaign,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
128472,41,Male,UK,iOS,1.1,11,21.0,40.06,9,6,6,24,0,1,28,Free,8,4,2,4.0,0.9,41.25,757,Facebook Ads,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
128473,20,Male,India,iOS,1.0,17,1.63,50.49,13,5,5,8,0,0,33,Basic,2,5,2,4.0,0.01,88.66,193,Organic,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
128474,18,Female,India,Android,2.1,3,7.51,64.91,14,3,2,8,1,0,33,Basic,10,3,1,1.0,0.34,53.49,133,Google Ads,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
