user_id,age,gender,country,device_type,app_version,sessions_per_week,avg_session_duration_min,daily_active_minutes,feature_clicks_per_session,notifications_opened_per_week,in_app_search_count,pages_viewed_per_session,crash_events_last_30_days,support_tickets_raised,days_since_last_login,subscription_type,ads_clicked_last_30_days,content_downloads,social_shares,rating_given,churn_risk_score,engagement_score,account_age_days,marketing_source
117557,23,Male,India,Web,1.2,6,17.35,21.48,9,4,5,24,0,0,33,Free,5,2,3,5,0.8,84.22,692,Google Ads
117558,54,Male,USA,Android,1.1,9,27.02,66.93,11,6,5,21,0,0,29,Free,7,1,2,4,0.66,45.98,527,Google Ads
117559,19,Female,Singapore,iOS,1,10,10.48,57.03,12,8,3,20,1,0,25,Free,9,4,0,2,0.18,66.68,591,Organic
117560,22,Female,India,Android,1.1,12,4.95,60.61,10,5,1,21,0,0,30,Basic,4,4,2,4,0.78,61.04,864,Google Ads
117561,43,Female,USA,iOS,2,8,24.66,16.44,9,4,3,17,1,1,42,Free,5,2,4,3,0.72,56.54,581,Organic
117562,58,Male,India,Android,2.1,7,1.77,41.99,5,10,5,5,0,0,23,Free,3,3,3,3,0.8,50.68,899,Facebook Ads
117563,30,Female,USA,iOS,1.2,8,20.69,30.45,18,6,1,3,0,0,19,Free,6,2,6,5,0.49,71.18,998,Organic
117564,29,Male,India,iOS,2.1,10,8.34,40.91,14,5,3,24,0,2,18,Premium,5,4,5,5,0.96,57.98,802,Organic
117565,22,Male,UK,Android,1,6,18.32,48.47,16,7,4,13,0,0,21,Free,8,2,1,5,0.61,59.29,138,Referral
117566,19,Male,USA,Android,2,9,19.09,42.28,9,10,3,14,0,0,1,Free,11,2,2,4,0.9,57.98,1018,Organic
117567,21,Male,India,iOS,1.1,8,23.49,30.11,9,10,0,10,0,0,1,Free,6,6,4,2,0.14,64.6,368,Organic
117568,44,Male,India,iOS,2,10,15.32,29.92,18,2,5,22,1,0,12,Free,7,2,5,3,0.36,64.26,480,Google Ads
117569,27,Female,Germany,Android,2.1,9,23.13,38.44,10,5,2,24,0,0,20,Free,4,3,0,1,0.73,62.08,1054,Facebook Ads
117570,30,Other,USA,Android,2.1,10,13.44,22.72,10,2,1,9,0,0,14,Free,7,2,4,4,0.2,61.52,319,Referral
117571,19,Male,India,Web,2,8,47.34,5,7,4,5,19,1,0,38,Basic,2,3,2,4,0.3,76.37,19,Email Campaign
117572,43,Male,India,iOS,2,4,6.72,56.45,13,5,6,10,0,1,9,Premium,5,3,1,5,0.37,67.26,541,Email Campaign
117573,32,Female,Canada,iOS,2.1,7,19.32,35.03,9,5,4,15,0,0,41,Free,10,1,3,4,0.29,59.68,149,Organic
117574,27,Female,USA,iOS,1,11,1.94,64.24,13,6,1,15,0,0,33,Free,2,6,2,5,0.02,48.04,78,Google Ads
117575,39,Female,Australia,iOS,1.2,1,8.27,81.2,11,4,3,9,1,0,20,Free,7,4,3,3,0.72,55.95,690,Facebook Ads
117576,57,Male,India,iOS,1.1,6,10.52,48.26,6,6,1,16,1,0,42,Free,5,1,1,4,0.25,67.41,798,Facebook Ads
117577,42,Male,Australia,iOS,1.2,10,8.08,84.76,13,0,2,18,2,0,1,Free,3,1,3,1,0.65,79.92,86,Google Ads
117578,32,Female,India,Android,1,7,6.27,18.38,18,4,6,6,0,0,32,Basic,1,6,0,2,0.62,76.04,1021,Referral
117579,30,Female,Singapore,iOS,1.1,6,5.22,55.01,9,1,1,21,0,0,17,Free,3,2,1,,0.12,54.08,126,Google Ads
117580,25,Female,Australia,iOS,2.1,13,10.78,5,14,2,4,12,2,1,11,Free,6,1,2,5,0.93,80.55,926,Organic
117581,38,Female,Germany,Web,2.1,6,17.9,41.36,16,3,1,18,0,0,8,Free,7,2,2,3,0.33,76.68,143,Email Campaign
117582,38,Male,Australia,iOS,1.1,6,5.42,82.58,16,7,1,15,0,0,5,Free,11,3,3,,0.94,43.23,1084,Email Campaign
117583,39,Male,Canada,iOS,1.1,6,21.45,26.39,10,6,5,6,0,0,21,Free,7,4,0,,0.01,77.13,1038,Google Ads
117584,50,Male,Canada,Android,1,14,11.42,57.66,13,7,3,4,0,0,33,Premium,10,6,4,3,0.84,72.21,800,Email Campaign
117585,44,Male,USA,iOS,2,10,15.46,34.35,9,8,2,20,1,0,43,Basic,5,5,0,3,0.36,33.04,1191,Organic
117586,57,Female,India,iOS,1.1,11,9.66,66.96,8,4,4,4,0,1,37,Basic,6,6,0,3,0.14,60.21,842,Organic
117587,39,Female,India,Android,1.1,7,7.19,36.05,10,4,3,7,0,0,42,Free,7,2,0,4,0.97,60.84,775,Google Ads
117588,47,Male,India,Android,2.1,15,4.77,20.91,19,7,2,17,0,1,39,Free,6,2,0,,0.65,88.25,697,Facebook Ads
117589,26,Male,USA,Android,1.2,9,14.68,18.37,11,2,4,14,5,0,4,Basic,5,3,2,3,0.26,44.58,689,Google Ads
117590,52,Male,UK,iOS,2.1,5,12.31,19.34,16,6,5,3,0,0,36,Free,8,3,6,5,0.07,66.78,651,Facebook Ads
117591,35,Male,India,Web,1.2,5,4.89,65.35,10,9,4,8,1,1,42,Free,6,2,1,5,0.47,27.23,296,Google Ads
117592,59,Female,UK,Android,1.2,7,1.89,29.07,11,5,7,15,1,0,28,Free,6,4,1,3,0.01,77.3,66,Organic
117593,22,Female,India,Web,1.1,9,3.66,5,12,2,3,14,0,0,28,Basic,11,5,1,4,0.17,62.5,277,Email Campaign
117594,44,Female,USA,Android,1,9,2.2,66.15,12,6,2,21,1,1,13,Basic,5,5,2,3,0.46,65.68,480,Facebook Ads
117595,23,Male,UK,Web,1.2,6,14.34,76.21,9,8,8,6,1,0,20,Free,6,0,0,5,0.24,68.19,1108,Facebook Ads
117596,49,Female,India,iOS,2,7,21.05,54.68,11,3,1,4,0,0,26,Free,5,2,2,3,0.77,79.1,654,Google Ads
117597,25,Female,USA,Android,1,7,13.69,48.44,14,5,1,11,0,0,23,Free,4,5,0,3,0.45,56.79,949,Organic
117598,56,Male,India,iOS,1,7,16.38,49.6,8,8,3,11,0,0,19,Free,7,4,1,4,0.07,55.24,392,Google Ads
117599,38,Male,USA,Android,2,12,12.46,44.7,9,1,1,16,0,0,16,Premium,2,6,1,4,0.28,77.86,146,Facebook Ads
117600,35,Female,Australia,iOS,1.2,7,5.59,46.34,7,5,2,5,0,0,29,Free,4,5,2,4,0.65,64.21,1078,Email Campaign
117601,31,Female,India,Android,1.2,11,18.14,48.93,6,7,1,14,0,0,17,Free,5,3,2,3,0.32,54.24,592,Referral
117602,32,Male,India,iOS,2.1,6,15.39,5,10,4,5,8,3,0,1,Free,5,0,1,3,0.7,54.4,113,Organic
117603,59,Male,Canada,Android,2.1,8,14.78,30.79,11,4,4,20,0,0,17,Free,6,5,2,2,0.08,59.41,625,Organic
117604,43,Male,India,iOS,1.2,4,5.41,59.39,14,7,2,18,0,0,19,Basic,3,3,2,4,0.5,81.73,92,Facebook Ads
117605,49,Female,India,Android,1.1,10,4.18,52.2,14,7,4,11,0,0,30,Free,7,1,6,,0.98,52.98,1010,Organic
117606,56,Male,Australia,Web,2.1,7,10.48,5,12,9,3,7,0,2,38,Basic,3,3,0,3,0.97,66.09,203,Google Ads
117607,45,Male,India,Android,1.1,14,10.58,31.96,14,6,1,18,0,0,29,Basic,5,3,3,5,0.9,60.91,1182,Google Ads
117608,56,Female,Germany,Android,1.1,8,14.98,26.61,14,5,5,22,0,0,27,Free,7,5,2,,0.47,73.67,171,Referral
117609,49,Female,India,Android,2,2,14.1,16.01,10,7,2,14,1,0,14,Free,8,1,0,5,0.4,49.52,923,Referral
117610,30,Male,India,iOS,1.1,4,14.71,31.96,10,3,3,24,0,0,32,Basic,9,2,0,3,0.16,79.54,835,Facebook Ads
117611,32,Female,Canada,Android,2.1,9,13.35,41.52,12,3,3,17,1,0,35,Basic,5,3,0,3,0.79,90.71,1185,Organic
117612,35,Male,India,Android,1.1,9,15.2,5,14,4,2,9,0,0,12,Free,1,2,2,5,0.86,78.66,292,Email Campaign
117613,56,Male,India,iOS,1.2,9,16.23,31.02,8,6,6,9,0,0,33,Premium,4,4,1,4,0.6,96.86,839,Google Ads
117614,23,Male,India,Android,2,7,6.96,47.35,16,9,5,12,1,0,9,Basic,4,4,2,5,0.96,81.81,148,Organic
117615,28,Female,USA,iOS,2.1,4,14.31,23.88,9,2,8,8,1,0,28,Basic,9,2,2,3,0.61,84.53,794,Google Ads
117616,49,Male,Australia,Android,2.1,6,13.45,42.11,18,2,7,17,1,0,15,Free,7,3,3,1,0.25,38.64,1162,Google Ads
117617,57,Male,India,iOS,1.2,15,28.58,76.4,16,5,3,16,1,0,3,Basic,5,1,2,4,0.04,71.28,1042,Facebook Ads
117618,37,Female,India,Android,1.2,10,6.98,66.12,11,4,3,20,0,0,21,Basic,6,2,6,4,0,60.93,58,Organic
117619,50,Male,UK,Android,1,5,47.55,44.57,10,9,3,23,1,0,21,Premium,4,6,0,2,0.14,57.26,774,Email Campaign
117620,57,Male,India,iOS,1.2,8,11.6,43.53,14,6,5,9,0,1,24,Free,10,4,1,4,0.86,77.08,750,Google Ads
117621,25,Female,India,Android,1.2,11,7.84,28.41,16,6,3,13,1,0,12,Free,4,2,2,4,0.2,42.03,846,Organic
117622,52,Male,Germany,Android,1.2,6,19.55,18.54,12,4,4,23,0,0,34,Basic,4,1,1,3,0.91,67.94,774,Referral
117623,22,Male,UK,iOS,1.2,8,26,60.06,12,6,3,15,0,0,12,Free,4,1,2,5,0.86,63.73,394,Google Ads
117624,52,Female,Germany,Android,1.2,5,20.28,58.25,9,6,6,16,0,0,5,Free,7,5,1,4,0.92,57.82,1006,Referral
117625,31,Male,Canada,Android,1.2,8,1.28,42.66,12,9,4,18,0,0,20,Free,3,1,3,4,0.65,62.9,1132,Organic
117626,38,Female,India,Web,1.2,6,29.77,46.96,15,7,5,4,0,0,24,Free,4,3,4,5,0.08,26.26,790,Organic
117627,41,Female,India,iOS,1,6,21.32,37.35,13,3,4,4,0,0,28,Free,5,2,3,,0.09,75.63,282,Referral
117628,34,Male,USA,Android,2.1,7,25.93,46.22,11,3,9,21,0,0,18,Free,7,0,3,3,0.58,85.45,154,Organic
117629,35,Male,India,iOS,1.1,9,8.87,64.97,17,4,2,18,0,0,19,Premium,4,0,3,3,0.67,64.39,99,Google Ads
117630,51,Female,USA,Android,1.1,11,24.07,33.04,6,5,0,14,0,0,42,Basic,9,4,5,3,0.5,64.56,416,Organic
117631,29,Female,India,iOS,2.1,4,23.57,26.59,10,4,4,16,0,1,41,Premium,5,1,0,3,0.29,62.47,241,Google Ads
117632,33,Female,USA,iOS,1,9,5.73,11.43,11,7,4,18,1,1,6,Free,3,0,1,4,0.93,43.36,81,Organic
117633,21,Male,India,iOS,1.1,10,9.87,12,12,5,4,22,0,2,4,Free,4,0,1,,0.47,50.82,605,Google Ads
117634,42,Male,UK,Android,2.1,9,7.9,44.09,9,6,4,8,0,0,10,Basic,3,2,3,4,0.67,58.95,1118,Organic
117635,51,Male,India,Android,2,5,8.76,50.13,16,2,3,24,0,0,38,Free,8,4,0,4,0.63,87.61,213,Email Campaign
117636,45,Female,Australia,Android,1.1,4,3.72,44.69,11,2,1,10,1,0,6,Free,7,3,0,5,0.3,52.05,234,Google Ads
117637,28,Male,Germany,Android,1.2,7,5.75,70.97,13,5,2,12,1,0,23,Basic,8,2,1,2,0.88,88.16,890,Organic
117638,30,Female,India,Android,2,13,34.31,7.84,5,0,6,13,0,0,16,Free,3,5,5,3,0.26,73.61,755,Facebook Ads
117639,48,Male,UK,iOS,1,10,35.42,43.83,18,4,2,24,1,0,24,Free,8,3,2,,0.62,53.32,49,Organic
117640,42,Male,UK,iOS,1.1,6,12.73,71.5,13,4,7,3,1,0,18,Free,4,4,1,3,0.92,81.55,388,Referral
117641,56,Female,India,iOS,1,12,25.15,43.21,12,3,2,7,1,0,11,Basic,8,4,1,4,0.27,56.09,396,Facebook Ads
117642,27,Male,India,Web,1.2,9,1.94,71.76,18,3,2,14,0,0,43,Free,7,5,2,4,0.64,38.74,706,Organic
117643,41,Female,UK,Android,1.2,6,7.58,45.09,11,5,3,14,0,0,19,Basic,4,3,4,3,0.37,63.24,801,Organic
117644,18,Female,USA,iOS,1,10,20.7,48.58,13,4,5,3,0,1,13,Free,4,1,3,3,0.69,69.08,157,Email Campaign
117645,42,Female,India,Android,1.2,8,14.44,47.45,6,6,4,11,1,0,4,Free,13,2,3,4,0.47,41.55,1179,Organic
117646,45,Male,India,Web,1.2,8,16.58,49.67,12,5,1,16,0,0,5,Free,9,1,2,,0.45,51,519,Google Ads
117647,53,Male,Germany,iOS,2,10,3.37,59.04,9,3,5,11,2,1,0,Basic,4,4,3,5,0.73,68.05,882,Google Ads
117648,35,Female,India,Android,1,6,3.52,68.31,15,4,3,23,0,0,1,Free,8,5,3,5,0.36,79.36,194,Referral
117649,23,Female,Canada,Android,2.1,7,5.18,43.3,15,4,1,12,0,1,29,Free,5,6,2,1,0.34,54.93,836,Google Ads
117650,19,Male,India,Android,1.1,9,5.22,27.04,11,5,3,14,1,0,36,Basic,3,1,2,4,0.53,95.62,425,Google Ads
117651,20,Female,USA,Android,2,4,10.53,5,9,5,5,4,1,0,29,Free,10,5,1,4,0.44,62.79,516,Google Ads
117652,25,Female,India,Android,1,8,15.98,50.07,13,5,3,15,0,0,32,Free,9,1,1,3,0.28,62.85,1021,Organic
117653,48,Male,India,Android,1.2,5,8.16,47.81,14,3,3,11,1,1,43,Free,6,3,0,3,0.01,54.31,800,Referral
117654,36,Female,India,Web,1,11,10.58,80.36,8,6,4,18,0,0,31,Basic,9,3,2,1,0.88,49.67,457,Facebook Ads
117655,23,Male,India,Android,1.1,4,21.95,44.4,14,10,3,20,0,0,30,Free,2,5,2,2,0.14,72.42,306,Google Ads
117656,31,Female,USA,iOS,1,7,12.39,52.3,16,4,4,6,0,0,33,Free,4,2,2,2,0.74,68.09,518,Google Ads
117657,20,Female,India,Android,1.1,5,5.77,53.2,9,8,5,15,0,0,0,Free,7,8,4,2,0.65,59.35,249,Organic
117658,18,Male,India,iOS,1.2,10,10.59,64.02,19,6,4,4,2,1,36,Premium,8,6,3,5,0.4,100,10,Google Ads
117659,47,Female,UK,Android,2,10,14.11,48.02,7,2,2,4,1,0,34,Free,3,1,1,2,0.61,65.99,651,Organic
117660,36,Female,USA,iOS,2.1,6,1.76,59.76,11,5,3,14,0,0,22,Basic,12,1,2,,0.14,86.57,37,Google Ads
117661,36,Male,USA,iOS,2,8,5.07,55.38,15,2,3,17,0,0,40,Free,6,2,1,4,0.11,53.25,664,Organic
117662,26,Male,India,Web,1.1,8,6.45,65.23,10,3,5,20,0,0,7,Premium,3,2,0,3,0.5,60.96,390,Email Campaign
117663,24,Female,India,iOS,2,10,15.73,84.6,12,3,2,24,0,1,1,Basic,4,2,3,,0.2,69.94,650,Email Campaign
117664,54,Female,India,iOS,2.1,9,16.39,28.32,17,9,2,6,1,0,10,Free,4,2,3,4,0.45,72.19,1173,Referral
117665,58,Female,Singapore,Web,1.1,5,22.44,53.18,12,4,5,11,0,0,3,Free,5,5,1,4,0.34,79.14,814,Organic
117666,24,Male,UK,Android,1,6,14.61,29.86,10,5,2,20,0,0,19,Free,6,2,1,5,0.46,26.37,892,Google Ads
117667,26,Female,India,Web,2.1,9,6.74,66.25,12,4,3,3,0,0,22,Free,5,3,5,1,0.49,63.59,1171,Facebook Ads
117668,21,Male,UK,Android,2.1,9,52.97,54.91,13,8,0,15,0,0,12,Free,5,3,5,,0.63,78.35,647,Referral
117669,42,Male,India,iOS,1,13,11.55,60.09,7,6,6,16,1,0,9,Free,8,4,1,3,0,58.18,967,Google Ads
117670,29,Female,India,iOS,1,3,3.58,73.73,8,6,1,22,1,0,33,Free,9,3,2,4,0.95,83.66,795,Facebook Ads
117671,23,Male,Australia,Android,1,16,13.63,60.97,8,1,2,9,1,1,0,Premium,4,4,3,5,0.52,78.51,341,Facebook Ads
117672,35,Female,Germany,Android,1.1,11,9.91,11.71,14,6,2,18,0,0,25,Free,13,7,5,5,0.83,74.57,22,Google Ads
117673,57,Female,Australia,iOS,2,8,4.27,13.06,14,7,6,16,0,0,15,Free,6,3,0,3,0.06,37.87,152,Facebook Ads
117674,38,Male,USA,Android,1.2,7,21.41,26.25,11,7,0,15,0,1,9,Premium,2,2,1,3,0.82,59.48,648,Google Ads
117675,32,Female,USA,Android,2,7,6.77,45.95,10,6,3,4,0,0,23,Basic,3,8,2,4,0.98,78.55,625,Email Campaign
117676,20,Female,India,iOS,2,8,12.35,13.57,11,6,7,12,0,0,44,Free,8,0,6,,0.7,64.08,561,Organic
117677,19,Male,Canada,Android,2.1,8,25.82,21.77,10,7,3,24,0,0,13,Premium,6,4,1,3,0.02,81.57,25,Facebook Ads
117678,58,Male,USA,iOS,1,4,23.16,33.2,14,3,2,9,0,0,21,Free,6,2,0,4,0.56,40.59,436,Google Ads
117679,57,Male,USA,Android,1.1,8,5.47,23.69,10,2,3,16,0,0,22,Free,5,0,3,5,0.26,67.3,809,Organic
117680,21,Male,India,iOS,1,11,19.8,46.26,8,5,2,19,0,0,2,Free,3,3,2,4,0.23,50.5,154,Google Ads
117681,49,Other,India,iOS,1,2,9.17,60.91,17,5,6,19,0,0,12,Basic,9,2,3,3,0.16,66.27,891,Google Ads
117682,19,Male,India,iOS,2,12,3.89,20.85,16,5,6,21,0,0,29,Basic,7,0,4,4,0.81,45.84,237,Facebook Ads
117683,46,Male,UK,iOS,2,5,7.03,38.18,9,5,3,23,0,0,44,Free,2,7,7,4,0.8,72.31,780,Facebook Ads
117684,19,Female,USA,Android,2,10,21.39,45.98,12,0,6,22,0,0,23,Basic,6,3,3,5,0.09,54.04,273,Facebook Ads
117685,51,Female,India,Android,1,11,5.95,46.99,12,7,5,21,0,1,32,Free,4,3,5,5,0.27,64.62,223,Organic
117686,44,Female,India,Android,1.2,3,4.35,57.32,13,4,5,11,2,0,35,Free,5,2,4,4,0.79,44.1,7,Google Ads
117687,56,Male,India,Android,2.1,7,7.81,41.48,12,9,0,17,0,0,22,Premium,10,3,2,5,0.28,48.64,41,Referral
117688,55,Male,India,iOS,1.2,10,8.59,56.71,13,6,7,21,0,1,1,Free,5,4,5,2,0.76,92.78,272,Google Ads
117689,35,Other,USA,iOS,1.1,11,40.3,18.69,12,4,3,14,0,1,32,Premium,9,2,1,4,0.45,60.87,218,Facebook Ads
117690,53,Male,India,iOS,1,9,20.76,36.81,9,5,4,10,2,0,9,Free,10,1,2,,0.57,63.16,264,Organic
117691,36,Female,USA,Android,2,8,7.53,77.16,11,4,4,17,0,0,20,Free,6,1,1,3,0.25,84.57,935,Email Campaign
117692,44,Female,India,Android,1.1,6,17.32,37.65,14,4,7,19,0,0,3,Free,4,1,3,2,0.71,46.9,1173,Organic
117693,37,Male,India,Android,1.1,7,25.09,35.56,10,5,4,18,0,0,37,Free,10,3,4,2,0.46,51.28,1062,Organic
117694,38,Female,UK,Web,2.1,6,10.03,34.71,10,4,5,14,0,0,14,Free,7,5,2,5,0.05,62.79,757,Facebook Ads
117695,40,Male,Germany,iOS,2,7,13.14,47.33,15,5,2,19,0,0,26,Free,3,5,2,3,0.48,66.59,141,Organic
117696,47,Female,India,iOS,1.1,14,25.96,84.79,11,3,4,14,1,0,43,Free,9,2,4,2,0.22,64.06,451,Google Ads
117697,42,Female,India,Android,1.2,7,8.73,72.08,11,7,5,9,0,0,22,Free,3,4,3,5,0.14,60.46,86,Referral
117698,48,Male,Australia,Web,2.1,7,5.84,34,10,7,2,16,1,0,39,Free,8,4,1,5,0.43,84.14,289,Facebook Ads
117699,44,Female,India,Android,2.1,7,2.63,50.32,11,4,5,22,1,0,22,Basic,8,2,4,3,0.65,77.84,138,Facebook Ads
117700,51,Female,India,iOS,1.1,7,14.01,69.35,10,3,5,21,0,0,41,Basic,6,0,3,2,0.78,47.56,470,Organic
117701,25,Female,India,Android,1,8,7.99,68.06,10,6,2,5,1,1,25,Free,6,1,1,4,0.84,73.61,19,Referral
117702,36,Female,USA,iOS,1.2,5,5.75,48.71,19,6,3,13,1,0,41,Basic,7,3,4,5,0.25,76.46,1052,Google Ads
117703,58,Female,USA,iOS,2.1,12,8.51,47.82,10,3,7,5,1,0,3,Free,4,4,1,2,0.01,79.51,610,Organic
117704,43,Female,India,Android,2,8,10.9,48.72,17,4,4,19,0,0,6,Basic,5,4,2,4,0.32,80.89,846,Facebook Ads
117705,45,Male,India,iOS,2,6,12.6,43.18,15,2,5,17,0,0,2,Free,12,4,0,5,0.97,76.57,1129,Organic
117706,21,Female,Singapore,iOS,1.2,7,6.75,48.79,12,2,3,19,3,0,31,Free,10,0,2,4,0.61,47.8,585,Email Campaign
117707,48,Female,India,iOS,1.1,7,3.79,30.24,10,4,3,7,0,0,2,Premium,2,1,1,3,0.69,79.4,778,Organic
117708,33,Male,India,Android,2.1,6,7.87,19.99,10,5,4,24,1,0,38,Free,10,2,0,5,0.46,74.63,173,Email Campaign
117709,27,Male,India,Android,2.1,5,13.88,104.45,16,5,4,15,1,0,26,Basic,10,2,1,4,0.55,74.51,962,Email Campaign
117710,55,Female,Australia,Android,2.1,9,5.62,51.5,12,1,2,19,0,0,31,Premium,4,3,0,5,0.56,52.31,962,Google Ads
117711,27,Male,Singapore,iOS,1.1,11,20.77,76.68,9,4,1,6,0,1,19,Free,5,3,6,3,0.3,59.01,654,Organic
117712,26,Male,India,iOS,2.1,12,6.1,28.27,15,5,10,14,0,0,17,Free,7,2,3,5,0.14,51.39,446,Google Ads
117713,56,Male,Singapore,iOS,2,9,14.69,16.68,9,6,6,6,0,0,11,Free,4,2,1,3,0.57,67.96,164,Referral
117714,53,Male,Singapore,Web,2.1,6,13.84,32.4,18,2,11,13,3,0,43,Free,3,1,1,2,1,63.49,362,Google Ads
117715,53,Male,Germany,iOS,1,9,16.4,59.9,13,6,7,8,0,0,4,Free,7,0,4,1,0.18,65.34,103,Referral
117716,36,Male,Germany,iOS,1.1,5,13.08,79.81,19,3,6,21,0,0,41,Basic,10,3,3,4,0.95,52.81,887,Facebook Ads
117717,36,Female,Canada,Android,2.1,7,35.6,84.38,13,2,2,4,0,0,32,Free,3,3,1,3,0.55,59.49,899,Email Campaign
117718,29,Male,India,iOS,2.1,6,16.61,54.79,14,5,3,10,1,0,13,Basic,0,5,2,3,0.15,74.99,494,Facebook Ads
117719,30,Female,Canada,iOS,1.2,6,5.32,47.78,6,3,4,20,0,2,39,Basic,5,3,3,3,0.49,63.57,530,Facebook Ads
117720,42,Male,USA,Android,2.1,10,13.11,51.17,13,2,4,10,0,0,6,Basic,7,6,2,4,0.92,56.7,1085,Google Ads
117721,53,Female,USA,Android,2,10,15.75,40.54,9,7,6,3,0,0,5,Free,7,2,4,5,0.35,59.85,252,Google Ads
117722,42,Female,India,iOS,2,7,23.44,37.79,16,3,6,21,0,1,19,Free,8,3,3,3,0.77,81.29,683,Google Ads
117723,45,Female,USA,Android,1.2,10,36.94,75.06,12,8,3,7,0,0,16,Free,5,2,1,1,0.21,64.96,652,Organic
117724,59,Male,India,Android,1,5,9.14,5,8,4,2,11,0,0,2,Basic,9,0,0,4,0.03,83.34,526,Referral
117725,56,Female,India,Android,1,9,4.19,55.94,13,4,4,10,0,2,16,Premium,5,3,2,,0.55,39.04,259,Referral
117726,47,Male,USA,Android,1,7,4.88,37.97,16,4,1,15,0,0,36,Free,7,5,1,5,0.97,49.48,899,Facebook Ads
117727,22,Male,UK,Android,1.2,5,3.63,12.31,11,7,2,4,0,1,2,Free,6,2,3,5,0.81,86.59,1138,Organic
117728,34,Male,India,Web,1.2,13,2.35,70.93,13,5,6,13,0,0,34,Free,10,1,1,4,0.51,71.48,1065,Organic
117729,35,Male,USA,Android,2,12,27.81,33.82,9,4,5,8,0,0,2,Basic,3,6,3,4,0.32,73.26,774,Referral
117730,38,Male,India,Android,1.1,10,5.22,53.85,15,3,2,19,1,1,35,Basic,9,2,1,4,0.51,63.31,538,Organic
117731,39,Female,Australia,iOS,1.1,13,14.19,51.41,17,4,4,18,1,0,41,Free,3,2,2,3,0.6,82.39,616,Google Ads
117732,56,Other,Germany,Android,1,10,21.01,68.89,8,6,4,10,1,1,31,Premium,7,4,1,4,0.84,57.5,114,Organic
117733,23,Male,India,Android,1.1,9,17.99,57.43,11,8,5,9,0,0,18,Free,4,3,1,4,0.38,82.21,682,Google Ads
117734,33,Male,Australia,Web,2.1,14,16.55,51.13,6,6,3,9,1,0,44,Free,6,4,3,3,0.24,77.69,834,Google Ads
117735,19,Male,USA,iOS,1,10,3.35,57.17,13,8,5,12,1,0,36,Free,5,1,2,3,0.83,62.13,723,Google Ads
117736,18,Female,India,iOS,2,6,3.57,57.05,10,2,4,9,0,0,22,Free,6,3,3,5,0.71,71.95,1042,Facebook Ads
117737,47,Female,India,Android,1.1,7,6.25,13.88,13,3,4,19,2,0,32,Free,4,2,1,,0.88,71.69,661,Google Ads
117738,54,Male,USA,iOS,1.2,7,33.61,29.44,17,11,4,13,0,0,41,Basic,6,4,1,4,0.8,79.45,947,Organic
117739,40,Female,USA,Android,1.1,9,18.98,41.98,13,8,2,9,1,1,15,Basic,9,1,2,3,0.4,52.03,607,Organic
117740,18,Male,UK,iOS,2,8,21.32,43.52,8,9,7,22,0,0,17,Free,6,3,2,4,0.67,45.42,611,Facebook Ads
117741,36,Male,USA,Android,1,9,3.36,50.72,12,12,4,22,1,0,9,Basic,10,0,1,3,0.13,38.96,143,Email Campaign
117742,20,Male,India,Android,2,9,11.41,64.14,14,3,2,11,0,0,30,Basic,5,3,4,4,0.44,45.59,73,Google Ads
117743,19,Male,India,Web,2.1,10,22.54,17.4,16,3,1,24,0,0,15,Free,9,3,2,1,0.97,100,1166,Organic
117744,54,Male,Australia,Android,1,8,10.91,35.02,15,7,6,9,3,0,36,Premium,4,4,2,2,0.9,65.35,489,Organic
117745,34,Male,India,Web,2,5,1.59,44.03,14,2,4,17,0,0,41,Free,5,2,2,4,0.75,61.98,278,Google Ads
117746,45,Female,India,Web,1.1,12,28.49,34.65,15,4,3,18,0,0,27,Free,5,1,0,3,0.65,70.13,936,Organic
117747,35,Male,India,Web,2.1,11,9.63,47.69,23,2,1,15,0,0,43,Basic,11,3,0,4,0.27,49.28,322,Organic
117748,50,Male,India,Web,2.1,9,2.95,54.01,12,8,4,24,0,0,19,Free,2,0,1,1,0.83,66.96,465,Organic
117749,32,Male,India,iOS,1.1,5,12.04,72.65,11,3,1,14,0,0,23,Free,5,7,2,1,0.7,45.82,491,Facebook Ads
117750,39,Female,Canada,Android,1,9,16.38,16.72,14,5,4,8,0,0,3,Basic,3,1,0,4,0.82,62.28,697,Organic
117751,58,Male,India,iOS,1.2,8,17.78,94.84,10,3,7,21,1,0,36,Free,6,4,2,,0.82,39.9,38,Referral
117752,44,Male,Germany,Web,1,4,7.87,52.96,15,8,3,21,0,0,16,Free,7,3,0,4,0.36,46.17,397,Google Ads
117753,54,Male,USA,iOS,1.2,6,20.42,69.92,11,5,3,12,0,0,35,Free,3,2,0,3,0.64,75.84,695,Facebook Ads
117754,49,Male,UK,iOS,2.1,4,24.6,54.26,5,4,8,15,1,0,5,Premium,3,2,1,3,0.21,65.22,1134,Google Ads
117755,36,Female,India,Android,2,5,4.62,6.21,12,3,4,13,0,0,38,Free,8,3,1,4,0.77,42.35,897,Google Ads
117756,45,Male,India,Web,1.1,2,6.6,72.08,9,4,5,7,0,0,14,Free,7,2,2,4,0.31,36.32,611,Google Ads
117757,45,Male,India,Android,2.1,8,4.98,82.14,11,4,3,12,2,0,35,Free,4,3,1,5,0.26,82.27,351,Organic
117758,27,Female,USA,Android,1,4,16.38,101.97,15,6,6,4,0,1,15,Free,4,5,4,5,0.58,71.9,1132,Facebook Ads
